date,home_team,away_team,team,scorer,minute,own_goal,penalty
1991-07-06,46,246,46,Iván Zamorano,34.0,0,0
1991-07-06,173,174,173,Luis Monzón,21.0,0,0
1991-07-07,27,242,27,Berthy Suárez,16.0,0,0
1991-07-07,27,242,242,Ramón Víctor Castro,73.0,0,0
1991-07-07,50,64,50,Antony de Ávila,25.0,0,0
1991-07-07,142,53,142,Gonzalo Farfán,9.0,0,0
1991-07-07,142,53,142,Benjamín Galindo,89.0,0,0
1991-07-08,11,246,11,Gabriel Batistuta,28.0,0,0
1991-07-08,11,246,11,Claudio Caniggia,43.0,0,0
1991-07-08,11,246,11,Gabriel Batistuta,50.0,0,1
1991-07-08,46,174,46,Hugo Eduardo Rubio,16.0,0,0
1991-07-08,46,174,46,Jorge Contreras,51.0,0,1
1991-07-08,46,174,174,Flavio Maestri,59.0,0,0
1991-07-08,46,174,46,Iván Zamorano,61.0,0,0
1991-07-08,46,174,174,José del Solar,71.0,0,0
1991-07-08,46,174,46,Iván Zamorano,74.0,0,0
1991-07-09,27,32,32,Neto,5.0,0,1
1991-07-09,27,32,32,Branco,47.0,0,0
1991-07-09,27,32,27,Erwin Sánchez,89.0,0,1
1991-07-09,64,242,64,Álex Aguinaga,44.0,0,0
1991-07-09,64,242,242,Peter Méndez,49.0,0,1
1991-07-10,46,11,11,Gabriel Batistuta,81.0,0,0
1991-07-10,173,246,173,Gustavo Neffa,34.0,0,0
1991-07-10,173,246,173,Carlos Guirland,38.0,0,0
1991-07-10,173,246,173,Luis Monzón,75.0,0,0
1991-07-10,173,246,173,Vidal Sanabria,81.0,0,0
1991-07-10,173,246,173,Luis Monzón,87.0,0,1
1991-07-11,32,242,32,João Paulo,29.0,0,0
1991-07-11,32,242,242,Peter Méndez,66.0,0,0
1991-07-12,11,173,11,Gabriel Batistuta,40.0,0,0
1991-07-12,11,173,11,Diego Simeone,61.0,0,0
1991-07-12,11,173,11,Leonardo Astrada,70.0,0,0
1991-07-12,11,173,173,José Cardozo,79.0,0,0
1991-07-12,11,173,11,Claudio Caniggia,81.0,0,0
1991-07-12,174,246,174,Eugenio La Rosa,9.0,0,0
1991-07-12,174,246,246,José del Solar,14.0,1,0
1991-07-12,174,246,174,Robert Cavallo,21.0,1,0
1991-07-12,174,246,174,Eugenio La Rosa,55.0,0,0
1991-07-12,174,246,174,José del Solar,58.0,0,0
1991-07-12,174,246,174,Jorge Hirano,62.0,0,0
1991-07-13,27,64,64,Álex Aguinaga,32.0,0,0
1991-07-13,27,64,64,Ney Avilés,42.0,0,0
1991-07-13,27,64,64,Ney Avilés,73.0,0,0
1991-07-13,27,64,64,Erwin Ramírez,80.0,0,1
1991-07-13,32,50,50,Antony de Ávila,35.0,0,0
1991-07-13,32,50,50,Arnoldo Iguarán,66.0,0,0
1991-07-14,11,174,11,Diego Latorre,3.0,0,0
1991-07-14,11,174,174,Alfonso Yáñez,35.0,0,1
1991-07-14,11,174,11,Néstor Craviotto,51.0,0,0
1991-07-14,11,174,11,Claudio García,57.0,0,0
1991-07-14,11,174,174,Jorge Hirano,65.0,0,0
1991-07-14,46,173,46,Hugo Eduardo Rubio,12.0,0,0
1991-07-14,46,173,46,Iván Zamorano,15.0,0,0
1991-07-14,46,173,46,Fabián Estay,63.0,0,0
1991-07-14,46,173,46,Jaime Vera,68.0,0,0
1991-07-15,32,64,32,Mazinho Oliveira,8.0,0,0
1991-07-15,32,64,64,Carlos Muñoz,12.0,0,0
1991-07-15,32,64,32,Márcio Santos,54.0,0,0
1991-07-15,32,64,32,Luís Henrique,89.0,0,0
1991-07-15,50,242,242,Peter Méndez,19.0,0,0
1991-07-17,11,32,11,Darío Franco,1.0,0,0
1991-07-17,11,32,32,Branco,5.0,0,0
1991-07-17,11,32,11,Darío Franco,39.0,0,0
1991-07-17,11,32,11,Gabriel Batistuta,46.0,0,0
1991-07-17,11,32,32,João Paulo,52.0,0,0
1991-07-17,46,50,50,Arnoldo Iguarán,37.0,0,0
1991-07-17,46,50,46,Iván Zamorano,74.0,0,0
1991-07-19,32,50,32,Renato Gaúcho,29.0,0,0
1991-07-19,32,50,32,Branco,76.0,0,1
1991-07-21,11,50,11,Diego Simeone,11.0,0,0
1991-07-21,11,50,11,Gabriel Batistuta,19.0,0,0
1991-07-21,11,50,50,Antony de Ávila,70.0,0,0
1991-07-21,46,32,32,Mazinho Oliveira,8.0,0,0
1991-07-21,46,32,32,Luís Henrique,55.0,0,0
1991-08-28,166,184,184,Aleksandr Mostovoi,74.0,0,0
1991-09-04,332,75,332,Václav Němeček,19.0,0,0
1991-09-04,332,75,75,Jean-Pierre Papin,53.0,0,0
1991-09-04,332,75,75,Jean-Pierre Papin,89.0,0,0
1991-09-11,72,329,329,Kevin Wilson,8.0,0,0
1991-09-11,72,329,329,Colin Clarke,12.0,0,0
1991-09-11,72,329,329,Alan McDonald,14.0,0,0
1991-09-11,72,329,329,Colin Clarke,51.0,0,0
1991-09-11,72,329,329,Colin Clarke,68.0,0,1
1991-09-11,128,22,22,Enzo Scifo,25.0,0,0
1991-09-11,128,22,22,Marc Degryse,49.0,0,0
1991-09-11,178,74,178,César Brito,22.0,0,0
1991-09-11,219,293,219,Stéphane Chapuisat,30.0,0,0
1991-09-11,219,293,219,Heinz Hermann,38.0,0,0
1991-09-11,219,293,293,Gordon Durie,47.0,0,0
1991-09-11,219,293,293,Ally McCoist,83.0,0,0
1991-09-25,72,60,60,Kim Christofte,2.0,0,1
1991-09-25,72,60,60,Bent Christensen Arensøe,6.0,0,0
1991-09-25,72,60,60,Kim Vilfort,75.0,0,0
1991-09-25,72,60,60,Frank Pingel,78.0,0,0
1991-09-25,100,212,100,Þorvaldur Örlygsson,71.0,0,0
1991-09-25,100,212,100,Eyjólfur Sverrisson,79.0,0,0
1991-09-25,184,99,99,József Kiprich,16.0,0,0
1991-09-25,184,99,184,Igor Shalimov,37.0,0,1
1991-09-25,184,99,184,Andrei Kanchelskis,50.0,0,0
1991-09-25,184,99,99,József Kiprich,84.0,0,0
1991-10-09,15,60,60,Peter Artner,9.0,1,0
1991-10-09,15,60,60,Flemming Povlsen,15.0,0,0
1991-10-09,15,60,60,Bent Christensen Arensøe,37.0,0,0
1991-10-09,74,85,74,Kari Ukkonen,50.0,0,0
1991-10-09,74,85,85,Panagiotis Tsalouchidis,74.0,0,0
1991-10-12,212,75,75,Luis Fernández,12.0,0,0
1991-10-12,212,75,75,Jean-Pierre Papin,15.0,0,0
1991-10-12,212,75,212,Abelardo Fernández,33.0,0,0
1991-10-16,36,194,36,Lyuboslav Penev,18.0,0,0
1991-10-16,36,194,36,Hristo Stoichkov,31.0,0,1
1991-10-16,36,194,36,Zlatko Yankov,38.0,0,0
1991-10-16,36,194,36,Nikolay Iliev,84.0,0,0
1991-10-16,332,3,332,Pavel Kuka,35.0,0,0
1991-10-16,332,3,332,Ľudovít Lancz,39.0,0,0
1991-10-16,332,3,3,Hysen Zmijani,60.0,0,0
1991-10-16,298,231,298,Alan Smith,21.0,0,0
1991-10-16,72,313,313,Vladimir Jugović,13.0,0,0
1991-10-16,72,313,313,Dejan Savićević,80.0,0,0
1991-10-16,82,281,82,Andreas Möller,34.0,0,0
1991-10-16,82,281,82,Rudi Völler,39.0,0,0
1991-10-16,82,281,82,Karl-Heinz Riedle,45.0,0,0
1991-10-16,82,281,82,Thomas Doll,73.0,0,0
1991-10-16,82,281,281,Paul Bodin,84.0,0,1
1991-10-16,155,178,155,Richard Witschge,20.0,0,0
1991-10-16,329,15,329,Iain Dowie,18.0,0,0
1991-10-16,329,15,329,Kingsley Black,42.0,0,0
1991-10-16,329,15,15,Leo Lainer,44.0,0,0
1991-10-16,177,105,105,Paul McGrath,12.0,0,0
1991-10-16,177,105,177,Piotr Czachowski,59.0,0,0
1991-10-16,177,105,105,Andy Townsend,64.0,0,0
1991-10-16,177,105,105,Tony Cascarino,68.0,0,0
1991-10-16,177,105,177,Jan Furtok,77.0,0,0
1991-10-16,177,105,177,Jan Urban,86.0,0,0
1991-10-16,183,293,183,Gheorghe Hagi,75.0,0,1
1991-10-30,85,74,85,Dimitris Saravakos,49.0,0,0
1991-10-30,85,74,85,Stefanos Borbokis,51.0,0,0
1991-11-13,15,313,313,Vladan Lukić,18.0,0,0
1991-11-13,15,313,313,Dejan Savićević,38.0,0,0
1991-11-13,57,184,184,Oleh Protasov,26.0,0,0
1991-11-13,57,184,184,Sergei Yuran,78.0,0,0
1991-11-13,57,184,184,Andrei Kanchelskis,81.0,0,0
1991-11-13,60,329,60,Flemming Povlsen,22.0,0,0
1991-11-13,60,329,60,Flemming Povlsen,36.0,0,0
1991-11-13,60,329,329,Gerry Taggart,71.0,0,0
1991-11-13,108,166,166,Mini Jakobsen,60.0,0,0
1991-11-13,108,166,108,Ruggiero Rizzitelli,83.0,0,0
1991-11-13,177,298,177,Roman Szewczyk,32.0,0,0
1991-11-13,177,298,298,Gary Lineker,77.0,0,0
1991-11-13,183,219,183,Dorin Mateuț,69.0,0,0
1991-11-13,293,194,293,Paul McStay,10.0,0,0
1991-11-13,293,194,293,Richard Gough,31.0,0,0
1991-11-13,293,194,293,Gordon Durie,38.0,0,0
1991-11-13,293,194,293,Ally McCoist,62.0,0,0
1991-11-13,212,332,212,Abelardo Fernández,10.0,0,0
1991-11-13,212,332,332,Václav Němeček,60.0,0,0
1991-11-13,212,332,212,Míchel,78.0,0,1
1991-11-13,231,105,105,John Byrne,8.0,0,0
1991-11-13,231,105,231,Rıza Çalımbay,13.0,0,1
1991-11-13,231,105,105,Tony Cascarino,55.0,0,0
1991-11-13,231,105,105,John Byrne,58.0,0,0
1991-11-13,281,128,281,Paul Bodin,82.0,0,1
1991-11-15,127,69,69,Urmas Kirs,14.0,0,0
1991-11-15,127,69,127,Stanislovas Vitkovskis,17.0,0,0
1991-11-15,127,69,127,Tomas Ramelis,34.0,0,0
1991-11-15,127,69,127,Valdas Urbonas,54.0,0,1
1991-11-15,127,69,127,Darius Magdišauskas,69.0,0,0
1991-11-16,69,121,121,Dzintars Sproģis,42.0,0,0
1991-11-16,69,121,121,Igors Troickis,79.0,0,0
1991-11-17,127,121,121,Vitalijs Teplovs,14.0,0,0
1991-11-17,127,121,127,Aurelijus Skarbalius,20.0,0,0
1991-11-20,22,82,82,Rudi Völler,16.0,0,0
1991-11-20,36,183,183,Adrian Popescu,31.0,0,0
1991-11-20,36,183,36,Nasko Sirakov,55.0,0,0
1991-11-20,75,100,75,Amara Simba,41.0,0,0
1991-11-20,75,100,75,Eric Cantona,59.0,0,0
1991-11-20,75,100,75,Eric Cantona,67.0,0,0
1991-11-20,75,100,100,Eyjólfur Sverrisson,70.0,0,0
1991-11-20,178,85,178,João Vieira Pinto,17.0,0,0
1991-12-04,85,155,155,Dennis Bergkamp,37.0,0,0
1991-12-04,85,155,155,Danny Blind,87.0,0,0
1991-12-18,82,128,82,Lothar Matthäus,15.0,0,1
1991-12-18,82,128,82,Guido Buchwald,44.0,0,0
1991-12-18,82,128,82,Karl-Heinz Riedle,51.0,0,0
1991-12-18,82,128,82,Thomas Häßler,62.0,0,0
1991-12-21,108,57,108,Gianluca Vialli,28.0,0,0
1991-12-21,108,57,108,Roberto Baggio,55.0,0,0
1991-12-22,136,85,136,Stefan Sultana,42.0,0,0
1991-12-22,136,85,85,Petros Marinakis,67.0,0,0
1992-01-12,40,149,40,André Kana-Biyik,23.0,0,0
1992-01-12,197,161,161,Samson Siasia,13.0,0,0
1992-01-12,197,161,197,Jules Bocandé,36.0,0,0
1992-01-12,197,161,161,Stephen Keshi,89.0,0,0
1992-01-13,4,109,109,Ben Badi,14.0,0,0
1992-01-13,4,109,109,Youssouf Falikou Fofana,25.0,0,0
1992-01-13,4,109,109,Joël Tiéhi,89.0,0,0
1992-01-13,65,251,251,Kalusha Bwalya,61.0,0,0
1992-01-14,149,59,149,Said Rokbi,89.0,0,0
1992-01-14,149,59,59,Andre Kona N'Gole,90.0,0,0
1992-01-14,161,115,161,Rashidi Yekini,7.0,0,0
1992-01-14,161,115,161,Rashidi Yekini,15.0,0,0
1992-01-14,161,115,115,Mickey Weche,89.0,0,1
1992-01-15,251,83,83,Abedi Pele,64.0,0,0
1992-01-16,40,59,59,Tueba Menayane,1.0,0,0
1992-01-16,40,59,40,François Omam-Biyik,15.0,0,0
1992-01-16,197,115,197,Souleyman Sané,46.0,0,0
1992-01-16,197,115,197,Jules Bocandé,68.0,0,0
1992-01-16,197,115,197,Victor Diagne,89.0,0,0
1992-01-17,4,269,269,Pierre Tchibota,6.0,0,0
1992-01-17,4,269,4,Nacer Bouiche,44.0,0,0
1992-01-17,65,83,83,Tony Yeboah,89.0,0,0
1992-01-19,161,59,161,Rashidi Yekini,22.0,0,0
1992-01-19,197,40,40,Ernest Ebongué,89.0,0,0
1992-01-20,83,269,83,Anthony Yeboah,29.0,0,0
1992-01-20,83,269,269,Pierre Tchibota,52.0,0,0
1992-01-20,83,269,83,Abedi Pele,57.0,0,0
1992-01-20,109,251,109,Donald-Olivier Sié,94.0,0,0
1992-01-23,161,83,161,Mutiu Adepoju,11.0,0,0
1992-01-23,161,83,83,Abedi Pele,43.0,0,0
1992-01-23,161,83,83,Prince Polley,54.0,0,0
1992-01-25,40,161,161,Friday Ekpo,75.0,0,0
1992-01-25,40,161,40,Emmanuel Maboang,85.0,0,0
1992-01-25,40,161,161,Rashidi Yekini,88.0,0,0
1992-03-21,63,179,179,Marcos Lugris,23.0,0,0
1992-03-21,63,179,179,Ramiro Borja,57.0,0,0
1992-03-21,63,179,63,Dinardo Rodríguez,67.0,0,0
1992-03-22,189,192,189,Earl Jean,5.0,0,0
1992-03-29,179,63,63,Dinardo Rodríguez,3.0,0,0
1992-03-29,179,63,179,Franco Paonessa,6.0,0,0
1992-03-29,192,189,189,Earl Jean,22.0,0,0
1992-03-29,192,189,192,Curtis Joseph,33.0,0,0
1992-03-29,192,189,192,Rodney Jack,56.0,0,0
1992-03-29,192,189,192,Alphonsus Brown,66.0,0,0
1992-04-19,20,229,229,Russell Latapy,20.0,0,0
1992-04-19,20,229,20,Tyrone White,55.0,0,0
1992-04-19,20,229,229,Hutson Charles,66.0,0,0
1992-04-19,314,10,10,Quentin Clarke,31.0,0,0
1992-04-19,314,10,314,Giovanni Regales,38.0,0,0
1992-04-22,22,57,22,Marc Wilmots,24.0,0,0
1992-04-22,212,3,212,Míchel,2.0,0,0
1992-04-22,212,3,212,Míchel,66.0,0,1
1992-04-22,212,3,212,Fernando Hierro,87.0,0,0
1992-04-24,94,215,94,Antonhy Stanton,43.0,0,0
1992-04-24,94,215,215,Stanley Simson,52.0,0,0
1992-04-24,94,215,215,Marciano Leyman,68.0,0,0
1992-04-26,10,314,10,Derrick Edwards,6.0,0,0
1992-04-26,10,314,10,Derrick Edwards,75.0,0,0
1992-04-26,10,314,10,Derrick Edwards,85.0,0,0
1992-04-26,25,95,25,Shaun Goater,87.0,0,0
1992-04-28,329,127,329,Kevin Wilson,13.0,0,0
1992-04-28,329,127,329,Gerry Taggart,16.0,0,0
1992-04-28,329,127,127,Arminas Narbekovas,41.0,0,0
1992-04-28,329,127,127,Robertas Fridrikas,48.0,0,0
1992-05-06,183,72,183,Gavril Balint,4.0,0,0
1992-05-06,183,72,183,Gheorghe Hagi,14.0,0,0
1992-05-06,183,72,183,Marius Lăcătuș,28.0,0,1
1992-05-06,183,72,183,Gavril Balint,40.0,0,0
1992-05-06,183,72,183,Ioan Lupescu,44.0,0,0
1992-05-06,183,72,183,Constantin Pană,55.0,0,0
1992-05-06,183,72,183,Gavril Balint,78.0,0,0
1992-05-13,85,100,85,Panagiotis Sofianopoulos,25.0,0,0
1992-05-14,74,36,36,Krasimir Balakov,62.0,0,0
1992-05-14,74,36,36,Emil Kostadinov,73.0,0,0
1992-05-14,74,36,36,Emil Kostadinov,87.0,0,0
1992-05-20,183,281,183,Gheorghe Hagi,5.0,0,0
1992-05-20,183,281,183,Ioan Lupescu,7.0,0,0
1992-05-20,183,281,183,Ioan Lupescu,24.0,0,0
1992-05-20,183,281,183,Gavril Balint,31.0,0,0
1992-05-20,183,281,183,Gheorghe Hagi,35.0,0,0
1992-05-20,183,281,281,Ian Rush,50.0,0,0
1992-05-23,110,179,179,Andre Espinoza,3.0,0,0
1992-05-23,110,179,110,Ricardo Hyde,57.0,0,0
1992-05-23,110,179,110,Linnal Wilson,67.0,0,0
1992-05-25,95,25,25,Shaun Goater,20.0,0,0
1992-05-25,95,25,95,Charlie Eliazar,24.0,0,0
1992-05-25,95,25,95,Charlie Eliazar,34.0,0,0
1992-05-25,215,94,215,Eric Godlieb,2.0,0,0
1992-05-25,215,94,94,Kevin Archer,48.0,0,0
1992-05-26,105,3,105,John Aldridge,60.0,0,0
1992-05-26,105,3,105,Paul McGrath,80.0,0,0
1992-05-30,179,110,110,Hector Wright,31.0,0,0
1992-05-31,229,20,229,Marvin Faustin,63.0,0,0
1992-05-31,229,20,229,Kerry Jamerson,72.0,0,0
1992-05-31,229,20,229,Leonson Lewis,74.0,0,0
1992-06-03,3,127,3,Edmond Abazi,77.0,0,0
1992-06-03,72,22,22,Philippe Albert,30.0,0,0
1992-06-03,72,22,22,Marc Wilmots,65.0,0,0
1992-06-03,72,22,22,Marc Wilmots,71.0,0,0
1992-06-03,99,100,99,Kálmán Kovács,3.0,0,0
1992-06-03,99,100,100,Þorvaldur Örlygsson,51.0,0,0
1992-06-03,99,100,100,Hörður Björgvin Magnússon,73.0,0,0
1992-06-07,158,73,158,Billy Wright,15.0,0,0
1992-06-07,158,73,158,Danny Halligan,42.0,0,0
1992-06-07,158,73,158,Billy Wright,50.0,0,0
1992-06-10,218,75,218,Jan Eriksson,24.0,0,0
1992-06-10,218,75,75,Jean-Pierre Papin,58.0,0,0
1992-06-12,155,293,155,Dennis Bergkamp,75.0,0,0
1992-06-12,184,82,184,Igor Dobrovolski,64.0,0,1
1992-06-12,184,82,82,Thomas Häßler,90.0,0,0
1992-06-14,10,25,25,Kenneth Thompson,21.0,0,0
1992-06-14,10,25,25,Paul Cann,70.0,0,0
1992-06-14,10,25,25,Kentoine Jennings,79.0,0,0
1992-06-14,218,60,218,Tomas Brolin,58.0,0,0
1992-06-15,293,82,82,Karl-Heinz Riedle,29.0,0,0
1992-06-15,293,82,82,Stefan Effenberg,47.0,0,0
1992-06-16,72,57,57,Andreas Sotiriou,30.0,0,0
1992-06-16,72,57,57,Nikodimos Papavasiliou,58.0,0,0
1992-06-17,75,60,60,Henrik Larsen,8.0,0,0
1992-06-17,75,60,75,Jean-Pierre Papin,60.0,0,0
1992-06-17,75,60,60,Lars Elstrup,78.0,0,0
1992-06-17,218,298,298,David Platt,4.0,0,0
1992-06-17,218,298,218,Jan Eriksson,51.0,0,0
1992-06-17,218,298,218,Tomas Brolin,82.0,0,0
1992-06-18,155,82,155,Frank Rijkaard,4.0,0,0
1992-06-18,155,82,155,Rob Witschge,15.0,0,0
1992-06-18,155,82,82,Jürgen Klinsmann,53.0,0,0
1992-06-18,155,82,155,Dennis Bergkamp,72.0,0,0
1992-06-18,293,184,293,Paul McStay,7.0,0,0
1992-06-18,293,184,293,Brian McClair,16.0,0,0
1992-06-18,293,184,293,Gary McAllister,84.0,0,1
1992-06-21,218,82,82,Thomas Häßler,11.0,0,0
1992-06-21,218,82,82,Karl-Heinz Riedle,59.0,0,0
1992-06-21,218,82,218,Tomas Brolin,64.0,0,1
1992-06-21,218,82,82,Karl-Heinz Riedle,88.0,0,0
1992-06-21,218,82,218,Kennet Andersson,89.0,0,0
1992-06-22,155,60,60,Henrik Larsen,5.0,0,0
1992-06-22,155,60,155,Dennis Bergkamp,23.0,0,0
1992-06-22,155,60,60,Henrik Larsen,33.0,0,0
1992-06-22,155,60,155,Frank Rijkaard,86.0,0,0
1992-06-26,60,82,60,John Jensen,18.0,0,0
1992-06-26,60,82,60,Kim Vilfort,78.0,0,0
1992-06-27,244,158,158,Darren McClennan,2.0,0,0
1992-06-27,244,158,158,Darren McClennan,3.0,0,0
1992-06-27,244,158,244,Charles Vatú,26.0,0,0
1992-06-27,244,158,158,Rodger Gray,74.0,0,0
1992-06-27,244,158,158,Danny Halligan,82.0,0,1
1992-07-01,158,244,158,Tony Laus,30.0,0,0
1992-07-01,158,244,158,Tony Laus,32.0,0,0
1992-07-01,158,244,158,Michael McGarry,33.0,0,0
1992-07-01,158,244,158,Robert Ironside,64.0,0,0
1992-07-01,158,244,158,Darren McClennan,67.0,0,0
1992-07-01,158,244,158,Tony Laus,69.0,0,0
1992-07-01,158,244,158,Michael McGarry,71.0,0,0
1992-07-01,158,244,158,Darren McClennan,72.0,0,0
1992-07-04,25,10,10,Luke Ivor,17.0,0,0
1992-07-04,25,10,25,Shaun Goater,42.0,0,0
1992-07-04,25,10,25,Shaun Goater,47.0,0,0
1992-07-05,229,110,110,Peter Isaacs,52.0,0,0
1992-07-05,229,110,110,Winston Anglin,65.0,0,0
1992-07-05,229,110,229,Hutson Charles,80.0,0,0
1992-07-10,121,69,121,Ainārs Linards,34.0,0,0
1992-07-10,121,69,121,Ainārs Linards,38.0,0,0
1992-07-10,121,69,69,Indro Olumets,61.0,0,0
1992-07-11,69,127,127,Vaidotas Šlekys,27.0,0,0
1992-07-11,69,127,69,Indro Olumets,64.0,0,0
1992-07-11,206,335,206,Duddley Hatei,61.0,0,0
1992-07-11,206,335,335,Eric Etaeta,76.0,0,0
1992-07-12,121,127,121,Vitalijs Teplovs,27.0,0,0
1992-07-12,121,127,127,Virginijus Baltušnikas,28.0,0,0
1992-07-12,121,127,127,Virginijus Baltušnikas,31.0,0,0
1992-07-12,121,127,127,Virginijus Baltušnikas,79.0,0,0
1992-07-12,121,127,121,Jurijs Popkovs,89.0,0,0
1992-07-19,159,66,66,Miguel Estrada,3.0,0,0
1992-07-19,159,66,66,Mágico González,17.0,0,0
1992-07-19,159,66,66,Carlos Castro Borja,21.0,0,0
1992-07-19,159,66,66,Óscar Ulloa,73.0,0,0
1992-07-19,159,66,66,Mágico González,78.0,0,0
1992-07-23,66,159,66,Carlos Castro Borja,14.0,0,0
1992-07-23,66,159,66,Mauricio Cienfuegos,34.0,0,0
1992-07-23,66,159,66,Carlos Castro Borja,47.0,0,0
1992-07-23,66,159,66,Mágico González,48.0,0,0
1992-07-23,66,159,159,César Rostrán,65.0,0,0
1992-07-23,66,159,66,Óscar Ulloa,67.0,0,0
1992-07-26,97,90,97,César Obando,86.0,0,0
1992-07-26,97,90,97,Nicolás Suazo,88.0,0,0
1992-08-12,121,127,121,Ainārs Linards,15.0,0,0
1992-08-12,121,127,127,Eimantas Poderis,66.0,0,0
1992-08-12,121,127,127,Andrėjus Tereškinas,85.0,0,0
1992-08-16,69,219,219,Stéphane Chapuisat,23.0,0,0
1992-08-16,69,219,219,Georges Bregy,29.0,0,0
1992-08-16,69,219,219,Adrian Knup,46.0,0,0
1992-08-16,69,219,219,Adrian Knup,66.0,0,0
1992-08-16,69,219,219,Stéphane Chapuisat,68.0,0,0
1992-08-16,69,219,219,Ciriaco Sforza,84.0,0,0
1992-08-16,110,229,110,Paul Davis,28.0,0,0
1992-08-16,110,229,229,Brian Haynes,41.0,0,0
1992-08-16,171,53,171,Víctor René Mendieta Ocampo,29.0,0,1
1992-08-23,53,171,53,Austin Berry,17.0,0,1
1992-08-23,53,171,53,Óscar Ramírez,20.0,0,0
1992-08-23,53,171,53,Juan Carlos Arguedas,28.0,0,0
1992-08-23,53,171,53,Juan Carlos Arguedas,33.0,0,0
1992-08-23,53,171,53,Javier Astúa,84.0,0,0
1992-08-23,53,171,171,Víctor René Mendieta Ocampo,89.0,0,1
1992-08-30,192,215,215,Joseph Francis,17.0,0,0
1992-08-30,192,215,192,Curtis Joseph,31.0,0,0
1992-08-30,192,215,192,Francis Dupont,81.0,0,0
1992-09-02,332,22,22,Jozef Chovanec,45.0,1,0
1992-09-02,332,22,332,Miroslav Kadlec,77.0,0,0
1992-09-02,332,22,22,Alexandre Czerniatynski,83.0,0,0
1992-09-04,206,14,14,Carl Veart,8.0,0,0
1992-09-04,206,14,206,Hollies Vato,83.0,0,0
1992-09-04,206,14,14,Tom McCulloch,86.0,0,0
1992-09-09,36,75,36,Hristo Stoichkov,21.0,0,1
1992-09-09,36,75,36,Krasimir Balakov,29.0,0,0
1992-09-09,74,218,218,Klas Ingesson,77.0,0,1
1992-09-09,128,99,99,Lajos Détári,15.0,0,0
1992-09-09,128,99,99,Kálmán Kovács,53.0,0,0
1992-09-09,128,99,99,Kálmán Kovács,78.0,0,0
1992-09-09,329,3,329,Colin Clarke,14.0,0,0
1992-09-09,329,3,329,Kevin Wilson,31.0,0,0
1992-09-09,329,3,329,Jim Magilton,44.0,0,0
1992-09-09,166,194,166,Kjetil Rekdal,4.0,0,0
1992-09-09,166,194,166,Gunnar Halle,6.0,0,0
1992-09-09,166,194,166,Gøran Sørloth,15.0,0,0
1992-09-09,166,194,166,Gøran Sørloth,22.0,0,0
1992-09-09,166,194,166,Roger Nilsen,46.0,0,0
1992-09-09,166,194,166,Gunnar Halle,53.0,0,0
1992-09-09,166,194,166,Roger Nilsen,67.0,0,0
1992-09-09,166,194,166,Gunnar Halle,70.0,0,0
1992-09-09,166,194,166,Erik Mykland,74.0,0,0
1992-09-09,166,194,166,Kjetil Rekdal,79.0,0,0
1992-09-09,105,121,105,Kevin Sheedy,30.0,0,0
1992-09-09,105,121,105,John Aldridge,59.0,0,0
1992-09-09,105,121,105,John Aldridge,82.0,0,1
1992-09-09,105,121,105,John Aldridge,86.0,0,0
1992-09-09,219,293,219,Adrian Knup,2.0,0,0
1992-09-09,219,293,293,Ally McCoist,13.0,0,0
1992-09-09,219,293,219,Adrian Knup,71.0,0,0
1992-09-09,219,293,219,Georges Bregy,81.0,0,0
1992-09-09,281,72,281,Ian Rush,5.0,0,0
1992-09-09,281,72,281,Dean Saunders,28.0,0,0
1992-09-09,281,72,281,Mark Bowen,37.0,0,0
1992-09-09,281,72,281,Ian Rush,64.0,0,0
1992-09-09,281,72,281,Clayton Blackmore,71.0,0,0
1992-09-09,281,72,281,Ian Rush,89.0,0,0
1992-09-11,335,14,14,Damian Mori,2.0,0,0
1992-09-11,335,14,14,Carl Veart,44.0,0,0
1992-09-11,335,14,14,Paul Wade,57.0,0,0
1992-09-12,73,244,73,Bakalevu Moceimereke,65.0,0,0
1992-09-12,73,244,73,Bakalevu Moceimereke,69.0,0,0
1992-09-12,73,244,73,Bakalevu Moceimereke,75.0,0,0
1992-09-20,14,335,14,Carl Veart,11.0,0,0
1992-09-20,14,335,14,Mehmet Durakovic,62.0,0,0
1992-09-23,332,72,332,Václav Němeček,23.0,0,0
1992-09-23,332,72,332,Pavel Kuka,84.0,0,0
1992-09-23,332,72,332,Pavel Kuka,86.0,0,0
1992-09-23,332,72,332,Peter Dubovský,90.0,0,1
1992-09-23,166,155,166,Kjetil Rekdal,9.0,0,1
1992-09-23,166,155,155,Dennis Bergkamp,10.0,0,0
1992-09-23,166,155,166,Gøran Sørloth,78.0,0,0
1992-09-23,177,231,177,Tomasz Wałdoch,33.0,0,0
1992-09-26,14,206,14,Aytec Genc,4.0,0,0
1992-09-26,14,206,206,Charles Ashley,6.0,0,0
1992-09-26,14,206,14,Ian Gray,60.0,0,0
1992-09-26,14,206,14,Paul Wade,67.0,0,0
1992-09-26,14,206,14,Carl Veart,83.0,0,0
1992-09-26,14,206,14,Greg Brown,85.0,0,0
1992-09-26,14,206,14,Mehmet Durakovic,88.0,0,0
1992-09-26,244,73,73,Kaliova Bulinaceva,15.0,0,0
1992-09-26,244,73,73,Radike Nawasu,33.0,0,0
1992-09-26,244,73,73,Radike Nawasu,77.0,0,0
1992-10-07,100,85,85,Panagiotis Tsalouchidis,61.0,0,0
